participant_uid,participant_index,trial_number,pattern_id,success,solution_sequence_ops,solution_sequence_ops_json,solution_sequence_steps_json,solution_sequence_symbolic_json,solution_sequence_symbolic_str,solution_signature,steps_count,time_spent_sec
P_1769033412195_cudazu9tc,10,12,12,1,add -> add -> reflect_v -> add -> add -> reflect_h -> add -> invert -> invert -> subtract -> subtract -> add -> add,"[""add"",""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""invert"",""invert"",""subtract"",""subtract"",""add"",""add""]","[""add"",""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""invert"",""invert"",""subtract"",""subtract"",""add"",""add""]","[""W1 = add(square, blank)"",""W2 = add(line_v, blank)"",""W3 = reflect_v(line_v)"",""W4 = add(line_v, W3)"",""W5 = add(line_h, blank)"",""W6 = reflect_h(line_h)"",""W7 = add(line_h, W6)"",""W8 = invert(W4)"",""W9 = invert(W7)"",""W10 = subtract(W8, W9)"",""W11 = subtract(W9, W8)"",""W12 = add(W11, W10)"",""W13 = add(square, W12)""]","W1 = add(square, blank) ; W2 = add(line_v, blank) ; W3 = reflect_v(line_v) ; W4 = add(line_v, W3) ; W5 = add(line_h, blank) ; W6 = reflect_h(line_h) ; W7 = add(line_h, W6) ; W8 = invert(W4) ; W9 = invert(W7) ; W10 = subtract(W8, W9) ; W11 = subtract(W9, W8) ; W12 = add(W11, W10) ; W13 = add(square, W12)",add|add|reflect_v|add|add|reflect_h|add|invert|invert|subtract|subtract|add|add,13,61.84
P_1769033412195_cudazu9tc,10,13,13,1,add -> reflect_v -> add -> add -> reflect_v -> add -> add -> reflect_h -> add -> subtract -> invert -> invert -> subtract -> invert -> subtract,"[""add"",""reflect_v"",""add"",""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""subtract"",""invert"",""invert"",""subtract"",""invert"",""subtract""]","[""add"",""reflect_v"",""add"",""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""subtract"",""invert"",""invert"",""subtract"",""invert"",""subtract""]","[""W1 = add(diag, blank)"",""W2 = reflect_v(diag)"",""W3 = add(diag, W2)"",""W4 = add(line_v, blank)"",""W5 = reflect_v(line_v)"",""W6 = add(line_v, W5)"",""W7 = add(line_h, blank)"",""W8 = reflect_h(line_h)"",""W9 = add(line_h, W8)"",""W10 = subtract(W6, W9)"",""W11 = invert(W6)"",""W12 = invert(W9)"",""W13 = subtract(W9, W11)"",""W14 = invert(W13)"",""W15 = subtract(W3, W13)""]","W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = add(line_v, blank) ; W5 = reflect_v(line_v) ; W6 = add(line_v, W5) ; W7 = add(line_h, blank) ; W8 = reflect_h(line_h) ; W9 = add(line_h, W8) ; W10 = subtract(W6, W9) ; W11 = invert(W6) ; W12 = invert(W9) ; W13 = subtract(W9, W11) ; W14 = invert(W13) ; W15 = subtract(W3, W13)",add|reflect_v|add|add|reflect_v|add|add|reflect_h|add|subtract|invert|invert|subtract|invert|subtract,15,138.663
P_1769033412195_cudazu9tc,10,14,14,1,add -> reflect_v -> add -> add -> reflect_h -> add -> add -> reflect_v -> add -> invert -> invert -> subtract -> subtract -> subtract -> subtract -> add -> add,"[""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""add"",""reflect_v"",""add"",""invert"",""invert"",""subtract"",""subtract"",""subtract"",""subtract"",""add"",""add""]","[""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""add"",""reflect_v"",""add"",""invert"",""invert"",""subtract"",""subtract"",""subtract"",""subtract"",""add"",""add""]","[""W1 = add(diag, blank)"",""W2 = reflect_v(diag)"",""W3 = add(diag, W2)"",""W4 = add(line_h, blank)"",""W5 = reflect_h(line_h)"",""W6 = add(line_h, W5)"",""W7 = add(line_v, blank)"",""W8 = reflect_v(line_v)"",""W9 = add(line_v, W8)"",""W10 = invert(W6)"",""W11 = invert(W9)"",""W12 = subtract(W6, W11)"",""W13 = subtract(W6, W12)"",""W14 = subtract(W3, W12)"",""W15 = subtract(W9, W12)"",""W16 = add(W13, W15)"",""W17 = add(W14, W16)""]","W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = add(line_h, blank) ; W5 = reflect_h(line_h) ; W6 = add(line_h, W5) ; W7 = add(line_v, blank) ; W8 = reflect_v(line_v) ; W9 = add(line_v, W8) ; W10 = invert(W6) ; W11 = invert(W9) ; W12 = subtract(W6, W11) ; W13 = subtract(W6, W12) ; W14 = subtract(W3, W12) ; W15 = subtract(W9, W12) ; W16 = add(W13, W15) ; W17 = add(W14, W16)",add|reflect_v|add|add|reflect_h|add|add|reflect_v|add|invert|invert|subtract|subtract|subtract|subtract|add|add,17,202.466
P_1769037129418_uclsoafha,11,1,1,1,add -> reflect_v -> add -> add -> reflect_h -> add,"[""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add""]","[""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add""]","[""W1 = add(line_v, line_v)"",""W2 = reflect_v(line_v)"",""W3 = add(line_v, W2)"",""W4 = add(W3, line_h)"",""W5 = reflect_h(line_h)"",""W6 = add(W5, W4)""]","W1 = add(line_v, line_v) ; W2 = reflect_v(line_v) ; W3 = add(line_v, W2) ; W4 = add(W3, line_h) ; W5 = reflect_h(line_h) ; W6 = add(W5, W4)",add|reflect_v|add|add|reflect_h|add,6,96.546
P_1769037129418_uclsoafha,11,2,2,1,add -> add -> add -> add -> add,"[""add"",""add"",""add"",""add"",""add""]","[""add"",""add"",""add"",""add"",""add""]","[""W1 = add(square, line_v)"",""W2 = add(H186, H187)"",""W3 = add(W1, H186)"",""W4 = add(line_h, H187)"",""W5 = add(W3, W4)""]","W1 = add(square, line_v) ; W2 = add(H186, H187) ; W3 = add(W1, H186) ; W4 = add(line_h, H187) ; W5 = add(W3, W4)",add|add|add|add|add,5,56.658
P_1769037129418_uclsoafha,11,3,3,1,add -> reflect_v -> reflect_h -> add -> add -> add -> invert -> subtract,"[""add"",""reflect_v"",""reflect_h"",""add"",""add"",""add"",""invert"",""subtract""]","[""add"",""reflect_v"",""reflect_h"",""add"",""add"",""add"",""invert"",""subtract""]","[""W1 = add(H186, H187)"",""W2 = reflect_v(line_v)"",""W3 = reflect_h(line_v)"",""W4 = add(line_v, W1)"",""W5 = add(H187, line_h)"",""W6 = add(W5, W4)"",""W7 = invert(square)"",""W8 = subtract(W7, W6)""]","W1 = add(H186, H187) ; W2 = reflect_v(line_v) ; W3 = reflect_h(line_v) ; W4 = add(line_v, W1) ; W5 = add(H187, line_h) ; W6 = add(W5, W4) ; W7 = invert(square) ; W8 = subtract(W7, W6)",add|reflect_v|reflect_h|add|add|add|invert|subtract,8,196.199
P_1769037129418_uclsoafha,11,4,4,1,subtract -> reflect_v -> subtract,"[""subtract"",""reflect_v"",""subtract""]","[""subtract"",""reflect_v"",""subtract""]","[""W1 = subtract(square, diag)"",""W2 = reflect_v(diag)"",""W3 = subtract(W1, W2)""]","W1 = subtract(square, diag) ; W2 = reflect_v(diag) ; W3 = subtract(W1, W2)",subtract|reflect_v|subtract,3,108.28
P_1769037129418_uclsoafha,11,5,5,1,add -> add,"[""add"",""add""]","[""add"",""add""]","[""W1 = add(square, diag)"",""W2 = add(W1, H193)""]","W1 = add(square, diag) ; W2 = add(W1, H193)",add|add,2,24.738
P_1769037129418_uclsoafha,11,6,6,1,invert -> add -> subtract -> subtract,"[""invert"",""add"",""subtract"",""subtract""]","[""invert"",""add"",""subtract"",""subtract""]","[""W1 = invert(square)"",""W2 = add(square, W1)"",""W3 = subtract(W1, diag)"",""W4 = subtract(W3, H193)""]","W1 = invert(square) ; W2 = add(square, W1) ; W3 = subtract(W1, diag) ; W4 = subtract(W3, H193)",invert|add|subtract|subtract,4,81.011
P_1769037129418_uclsoafha,11,7,7,1,add -> add,"[""add"",""add""]","[""add"",""add""]","[""W1 = add(H189, diag)"",""W2 = add(H193, W1)""]","W1 = add(H189, diag) ; W2 = add(H193, W1)",add|add,2,26.197
P_1769037129418_uclsoafha,11,8,8,1,subtract -> add -> overlap -> overlap -> overlap -> add,"[""subtract"",""add"",""overlap"",""overlap"",""overlap"",""add""]","[""subtract"",""add"",""overlap"",""overlap"",""overlap"",""add""]","[""W1 = subtract(H189, H191)"",""W2 = add(square, H190)"",""W3 = overlap(line_h, line_v)"",""W4 = overlap(W1, diag)"",""W5 = overlap(H193, W1)"",""W6 = add(W4, W5)""]","W1 = subtract(H189, H191) ; W2 = add(square, H190) ; W3 = overlap(line_h, line_v) ; W4 = overlap(W1, diag) ; W5 = overlap(H193, W1) ; W6 = add(W4, W5)",subtract|add|overlap|overlap|overlap|add,6,415.514
P_1769037129418_uclsoafha,11,9,9,1,add -> add,"[""add"",""add""]","[""add"",""add""]","[""W1 = add(square, H195)"",""W2 = add(H196, W1)""]","W1 = add(square, H195) ; W2 = add(H196, W1)",add|add,2,31.098
P_1769037129418_uclsoafha,11,10,10,1,invert -> invert -> add -> overlap -> add -> subtract,"[""invert"",""invert"",""add"",""overlap"",""add"",""subtract""]","[""invert"",""invert"",""add"",""overlap"",""add"",""subtract""]","[""W1 = invert(diag)"",""W2 = invert(H193)"",""W3 = add(W1, W2)"",""W4 = overlap(H190, H196)"",""W5 = add(H195, W4)"",""W6 = subtract(H190, W5)""]","W1 = invert(diag) ; W2 = invert(H193) ; W3 = add(W1, W2) ; W4 = overlap(H190, H196) ; W5 = add(H195, W4) ; W6 = subtract(H190, W5)",invert|invert|add|overlap|add|subtract,6,148.419
P_1769037129418_uclsoafha,11,11,11,1,add -> subtract -> add,"[""add"",""subtract"",""add""]","[""add"",""subtract"",""add""]","[""W1 = add(square, H190)"",""W2 = subtract(W1, H189)"",""W3 = add(W2, H198)""]","W1 = add(square, H190) ; W2 = subtract(W1, H189) ; W3 = add(W2, H198)",add|subtract|add,3,47.849
P_1769037129418_uclsoafha,11,12,12,1,subtract -> subtract,"[""subtract"",""subtract""]","[""subtract"",""subtract""]","[""W1 = subtract(H200, H191)"",""W2 = subtract(W1, H198)""]","W1 = subtract(H200, H191) ; W2 = subtract(W1, H198)",subtract|subtract,2,56.585
P_1769037129418_uclsoafha,11,13,13,1,add -> subtract,"[""add"",""subtract""]","[""add"",""subtract""]","[""W1 = add(diag, H193)"",""W2 = subtract(W1, H198)""]","W1 = add(diag, H193) ; W2 = subtract(W1, H198)",add|subtract,2,27.5
P_1769037129418_uclsoafha,11,14,14,1,add -> subtract,"[""add"",""subtract""]","[""add"",""subtract""]","[""W1 = add(H204, H189)"",""W2 = subtract(W1, H198)""]","W1 = add(H204, H189) ; W2 = subtract(W1, H198)",add|subtract,2,33.233
P_1769037583531_idthrolte,12,1,1,1,add -> reflect_h -> add -> reflect_v -> add -> add -> add,"[""add"",""reflect_h"",""add"",""reflect_v"",""add"",""add"",""add""]","[""add"",""reflect_h"",""add"",""reflect_v"",""add"",""add"",""add""]","[""W1 = add(line_h, line_h)"",""W2 = reflect_h(line_h)"",""W3 = add(line_v, line_v)"",""W4 = reflect_v(line_v)"",""W5 = add(W2, line_h)"",""W6 = add(W4, line_v)"",""W7 = add(W5, W6)""]","W1 = add(line_h, line_h) ; W2 = reflect_h(line_h) ; W3 = add(line_v, line_v) ; W4 = reflect_v(line_v) ; W5 = add(W2, line_h) ; W6 = add(W4, line_v) ; W7 = add(W5, W6)",add|reflect_h|add|reflect_v|add|add|add,7,112.109
P_1769037583531_idthrolte,12,2,2,1,add,"[""add""]","[""add""]","[""W1 = add(square, H207)""]","W1 = add(square, H207)",add,1,21.941
P_1769037583531_idthrolte,12,3,3,1,invert -> invert -> invert -> invert,"[""invert"",""invert"",""invert"",""invert""]","[""invert"",""invert"",""invert"",""invert""]","[""W1 = invert(square)"",""W2 = invert(H207)"",""W3 = invert(square)"",""W4 = invert(H208)""]",W1 = invert(square) ; W2 = invert(H207) ; W3 = invert(square) ; W4 = invert(H208),invert|invert|invert|invert,4,153.577
P_1769037583531_idthrolte,12,4,4,1,add -> subtract -> subtract -> subtract -> reflect_d -> reflect_v -> subtract,"[""add"",""subtract"",""subtract"",""subtract"",""reflect_d"",""reflect_v"",""subtract""]","[""add"",""subtract"",""subtract"",""subtract"",""reflect_d"",""reflect_v"",""subtract""]","[""W1 = add(square, square)"",""W2 = subtract(diag, diag)"",""W3 = subtract(diag, diag)"",""W4 = subtract(square, diag)"",""W5 = reflect_d(diag)"",""W6 = reflect_v(diag)"",""W7 = subtract(W4, W6)""]","W1 = add(square, square) ; W2 = subtract(diag, diag) ; W3 = subtract(diag, diag) ; W4 = subtract(square, diag) ; W5 = reflect_d(diag) ; W6 = reflect_v(diag) ; W7 = subtract(W4, W6)",add|subtract|subtract|subtract|reflect_d|reflect_v|subtract,7,305.442
P_1769037583531_idthrolte,12,5,5,1,add -> reflect_v -> add -> add,"[""add"",""reflect_v"",""add"",""add""]","[""add"",""reflect_v"",""add"",""add""]","[""W1 = add(diag, diag)"",""W2 = reflect_v(diag)"",""W3 = add(square, diag)"",""W4 = add(W3, W2)""]","W1 = add(diag, diag) ; W2 = reflect_v(diag) ; W3 = add(square, diag) ; W4 = add(W3, W2)",add|reflect_v|add|add,4,67.975
P_1769037583531_idthrolte,12,6,6,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H211)""]",W1 = invert(H211),invert,1,17.859
P_1769037583531_idthrolte,12,7,7,1,add -> reflect_v -> add,"[""add"",""reflect_v"",""add""]","[""add"",""reflect_v"",""add""]","[""W1 = add(H207, diag)"",""W2 = reflect_v(diag)"",""W3 = add(W1, W2)""]","W1 = add(H207, diag) ; W2 = reflect_v(diag) ; W3 = add(W1, W2)",add|reflect_v|add,3,136.58
P_1769037583531_idthrolte,12,8,8,1,add -> reflect_h -> add -> overlap -> reflect_v -> add,"[""add"",""reflect_h"",""add"",""overlap"",""reflect_v"",""add""]","[""add"",""reflect_h"",""add"",""overlap"",""reflect_v"",""add""]","[""W1 = add(line_h, line_h)"",""W2 = reflect_h(line_h)"",""W3 = add(line_h, W2)"",""W4 = overlap(line_v, W3)"",""W5 = reflect_v(W4)"",""W6 = add(W4, W5)""]","W1 = add(line_h, line_h) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) ; W4 = overlap(line_v, W3) ; W5 = reflect_v(W4) ; W6 = add(W4, W5)",add|reflect_h|add|overlap|reflect_v|add,6,223.305
P_1769037583531_idthrolte,12,9,9,1,add,"[""add""]","[""add""]","[""W1 = add(H213, square)""]","W1 = add(H213, square)",add,1,20.88
P_1769037583531_idthrolte,12,10,10,1,invert -> invert -> invert,"[""invert"",""invert"",""invert""]","[""invert"",""invert"",""invert""]","[""W1 = invert(H213)"",""W2 = invert(square)"",""W3 = invert(H214)""]",W1 = invert(H213) ; W2 = invert(square) ; W3 = invert(H214),invert|invert|invert,3,153.657
P_1769037583531_idthrolte,12,11,11,1,invert -> add -> add,"[""invert"",""add"",""add""]","[""invert"",""add"",""add""]","[""W1 = invert(H207)"",""W2 = add(H213, H213)"",""W3 = add(W1, W2)""]","W1 = invert(H207) ; W2 = add(H213, H213) ; W3 = add(W1, W2)",invert|add|add,3,58.076
P_1769037583531_idthrolte,12,12,12,1,add -> invert -> add,"[""add"",""invert"",""add""]","[""add"",""invert"",""add""]","[""W1 = add(H216, square)"",""W2 = invert(W1)"",""W3 = add(W2, square)""]","W1 = add(H216, square) ; W2 = invert(W1) ; W3 = add(W2, square)",add|invert|add,3,137.442
P_1769037583531_idthrolte,12,13,13,1,reflect_v -> add -> add -> subtract,"[""reflect_v"",""add"",""add"",""subtract""]","[""reflect_v"",""add"",""add"",""subtract""]","[""W1 = reflect_v(diag)"",""W2 = add(diag, W1)"",""W3 = add(W2, H213)"",""W4 = subtract(W3, H213)""]","W1 = reflect_v(diag) ; W2 = add(diag, W1) ; W3 = add(W2, H213) ; W4 = subtract(W3, H213)",reflect_v|add|add|subtract,4,59.907
P_1769037583531_idthrolte,12,14,14,1,add -> subtract,"[""add"",""subtract""]","[""add"",""subtract""]","[""W1 = add(H212, H212)"",""W2 = subtract(W1, H213)""]","W1 = add(H212, H212) ; W2 = subtract(W1, H213)",add|subtract,2,48.839
P_1769078345787_ufwcfozbp,13,1,1,1,reflect_v -> add -> reflect_h -> add -> add,"[""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""W1 = reflect_v(line_v)"",""W2 = add(line_v, W1)"",""W3 = reflect_h(line_h)"",""W4 = add(line_h, W3)"",""W5 = add(W4, W2)""]","W1 = reflect_v(line_v) ; W2 = add(line_v, W1) ; W3 = reflect_h(line_h) ; W4 = add(line_h, W3) ; W5 = add(W4, W2)",reflect_v|add|reflect_h|add|add,5,40.59
P_1769078345787_ufwcfozbp,13,2,2,1,add,"[""add""]","[""add""]","[""W1 = add(square, H222)""]","W1 = add(square, H222)",add,1,7.916
P_1769078345787_ufwcfozbp,13,3,3,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H223)""]",W1 = invert(H223),invert,1,5.912
P_1769078345787_ufwcfozbp,13,4,4,1,subtract -> reflect_v -> subtract,"[""subtract"",""reflect_v"",""subtract""]","[""subtract"",""reflect_v"",""subtract""]","[""W1 = subtract(square, diag)"",""W2 = reflect_v(diag)"",""W3 = subtract(W1, W2)""]","W1 = subtract(square, diag) ; W2 = reflect_v(diag) ; W3 = subtract(W1, W2)",subtract|reflect_v|subtract,3,45.021
P_1769078345787_ufwcfozbp,13,5,5,1,add -> reflect_v -> add -> add -> add,"[""add"",""reflect_v"",""add"",""add"",""add""]","[""add"",""reflect_v"",""add"",""add"",""add""]","[""W1 = add(H223, diag)"",""W2 = reflect_v(diag)"",""W3 = add(W1, W2)"",""W4 = add(H225, diag)"",""W5 = add(W4, W2)""]","W1 = add(H223, diag) ; W2 = reflect_v(diag) ; W3 = add(W1, W2) ; W4 = add(H225, diag) ; W5 = add(W4, W2)",add|reflect_v|add|add|add,5,125.983
P_1769078345787_ufwcfozbp,13,6,6,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H226)""]",W1 = invert(H226),invert,1,9.2
P_1769078345787_ufwcfozbp,13,7,7,1,add -> subtract -> add -> add,"[""add"",""subtract"",""add"",""add""]","[""add"",""subtract"",""add"",""add""]","[""W1 = add(H222, H226)"",""W2 = subtract(W1, H225)"",""W3 = add(W2, H221)"",""W4 = add(W3, H220)""]","W1 = add(H222, H226) ; W2 = subtract(W1, H225) ; W3 = add(W2, H221) ; W4 = add(W3, H220)",add|subtract|add|add,4,44.181
P_1769078345787_ufwcfozbp,13,8,8,1,overlap,"[""overlap""]","[""overlap""]","[""W1 = overlap(H220, H221)""]","W1 = overlap(H220, H221)",overlap,1,40.955
P_1769078345787_ufwcfozbp,13,9,9,1,add,"[""add""]","[""add""]","[""W1 = add(square, H228)""]","W1 = add(square, H228)",add,1,12.659
P_1769078345787_ufwcfozbp,13,10,10,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H229)""]",W1 = invert(H229),invert,1,6.141
P_1769078345787_ufwcfozbp,13,11,11,1,invert -> invert -> overlap -> add,"[""invert"",""invert"",""overlap"",""add""]","[""invert"",""invert"",""overlap"",""add""]","[""W1 = invert(H220)"",""W2 = invert(H221)"",""W3 = overlap(W1, W2)"",""W4 = add(W3, H228)""]","W1 = invert(H220) ; W2 = invert(H221) ; W3 = overlap(W1, W2) ; W4 = add(W3, H228)",invert|invert|overlap|add,4,55.242
P_1769078345787_ufwcfozbp,13,12,12,1,invert -> add -> subtract,"[""invert"",""add"",""subtract""]","[""invert"",""add"",""subtract""]","[""W1 = invert(H234)"",""W2 = add(W1, square)"",""W3 = subtract(W2, H228)""]","W1 = invert(H234) ; W2 = add(W1, square) ; W3 = subtract(W2, H228)",invert|add|subtract,3,25.552
P_1769078345787_ufwcfozbp,13,13,13,1,reflect_v -> add -> subtract,"[""reflect_v"",""add"",""subtract""]","[""reflect_v"",""add"",""subtract""]","[""W1 = reflect_v(diag)"",""W2 = add(W1, diag)"",""W3 = subtract(W2, H228)""]","W1 = reflect_v(diag) ; W2 = add(W1, diag) ; W3 = subtract(W2, H228)",reflect_v|add|subtract,3,34.997
P_1769078345787_ufwcfozbp,13,14,14,1,add -> subtract -> add -> add -> subtract -> add -> reflect_v -> add -> subtract,"[""add"",""subtract"",""add"",""add"",""subtract"",""add"",""reflect_v"",""add"",""subtract""]","[""add"",""subtract"",""add"",""add"",""subtract"",""add"",""reflect_v"",""add"",""subtract""]","[""W1 = add(H235, H237)"",""W2 = subtract(W1, square)"",""W3 = add(W2, H220)"",""W4 = add(W3, H221)"",""W5 = subtract(W4, H228)"",""W6 = add(diag, W5)"",""W7 = reflect_v(diag)"",""W8 = add(W6, W7)"",""W9 = subtract(W8, H228)""]","W1 = add(H235, H237) ; W2 = subtract(W1, square) ; W3 = add(W2, H220) ; W4 = add(W3, H221) ; W5 = subtract(W4, H228) ; W6 = add(diag, W5) ; W7 = reflect_v(diag) ; W8 = add(W6, W7) ; W9 = subtract(W8, H228)",add|subtract|add|add|subtract|add|reflect_v|add|subtract,9,88.174
P_1769078442975_3qiconqhy,14,1,1,1,add -> reflect_h -> reflect_h -> add -> add -> reflect_h -> add -> reflect_v -> add,"[""add"",""reflect_h"",""reflect_h"",""add"",""add"",""reflect_h"",""add"",""reflect_v"",""add""]","[""add"",""reflect_h"",""reflect_h"",""add"",""add"",""reflect_h"",""add"",""reflect_v"",""add""]","[""W1 = add(line_h, line_v)"",""W2 = reflect_h(line_h)"",""W3 = reflect_h(line_v)"",""W4 = add(W1, line_v)"",""W5 = add(W4, line_v)"",""W6 = reflect_h(line_h)"",""W7 = add(W5, W6)"",""W8 = reflect_v(line_v)"",""W9 = add(W7, W8)""]","W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = reflect_h(line_v) ; W4 = add(W1, line_v) ; W5 = add(W4, line_v) ; W6 = reflect_h(line_h) ; W7 = add(W5, W6) ; W8 = reflect_v(line_v) ; W9 = add(W7, W8)",add|reflect_h|reflect_h|add|add|reflect_h|add|reflect_v|add,9,228.311
P_1769078442975_3qiconqhy,14,2,2,1,add -> add,"[""add"",""add""]","[""add"",""add""]","[""W1 = add(H243, square)"",""W2 = add(W1, H244)""]","W1 = add(H243, square) ; W2 = add(W1, H244)",add|add,2,42.56
P_1769078442975_3qiconqhy,14,3,3,1,reflect_v -> add -> invert,"[""reflect_v"",""add"",""invert""]","[""reflect_v"",""add"",""invert""]","[""W1 = reflect_v(line_v)"",""W2 = add(H245, W1)"",""W3 = invert(W2)""]","W1 = reflect_v(line_v) ; W2 = add(H245, W1) ; W3 = invert(W2)",reflect_v|add|invert,3,58.43
P_1769078442975_3qiconqhy,14,4,4,1,reflect_h -> add -> invert -> subtract,"[""reflect_h"",""add"",""invert"",""subtract""]","[""reflect_h"",""add"",""invert"",""subtract""]","[""W1 = reflect_h(diag)"",""W2 = add(diag, W1)"",""W3 = invert(W2)"",""W4 = subtract(square, W2)""]","W1 = reflect_h(diag) ; W2 = add(diag, W1) ; W3 = invert(W2) ; W4 = subtract(square, W2)",reflect_h|add|invert|subtract,4,110.906
P_1769078442975_3qiconqhy,14,5,5,1,add,"[""add""]","[""add""]","[""W1 = add(square, H248)""]","W1 = add(square, H248)",add,1,17.89
P_1769078442975_3qiconqhy,14,6,6,1,add -> invert,"[""add"",""invert""]","[""add"",""invert""]","[""W1 = add(H250, H248)"",""W2 = invert(W1)""]","W1 = add(H250, H248) ; W2 = invert(W1)",add|invert,2,23.031
P_1769078442975_3qiconqhy,14,7,7,1,add -> reflect_h -> reflect_h -> add -> add -> reflect_v -> add -> add,"[""add"",""reflect_h"",""reflect_h"",""add"",""add"",""reflect_v"",""add"",""add""]","[""add"",""reflect_h"",""reflect_h"",""add"",""add"",""reflect_v"",""add"",""add""]","[""W1 = add(line_h, line_v)"",""W2 = reflect_h(line_h)"",""W3 = reflect_h(line_v)"",""W4 = add(W2, line_v)"",""W5 = add(W1, W4)"",""W6 = reflect_v(line_v)"",""W7 = add(W5, W6)"",""W8 = add(W7, H248)""]","W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = reflect_h(line_v) ; W4 = add(W2, line_v) ; W5 = add(W1, W4) ; W6 = reflect_v(line_v) ; W7 = add(W5, W6) ; W8 = add(W7, H248)",add|reflect_h|reflect_h|add|add|reflect_v|add|add,8,156.408
P_1769078442975_3qiconqhy,14,8,8,1,overlap,"[""overlap""]","[""overlap""]","[""W1 = overlap(H248, H254)""]","W1 = overlap(H248, H254)",overlap,1,211.886
P_1769078442975_3qiconqhy,14,9,9,1,overlap -> add,"[""overlap"",""add""]","[""overlap"",""add""]","[""W1 = overlap(H248, H254)"",""W2 = add(W1, square)""]","W1 = overlap(H248, H254) ; W2 = add(W1, square)",overlap|add,2,41.533
P_1769078442975_3qiconqhy,14,10,10,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H256)""]",W1 = invert(H256),invert,1,11.129
P_1769078442975_3qiconqhy,14,11,11,1,invert -> add,"[""invert"",""add""]","[""invert"",""add""]","[""W1 = invert(H254)"",""W2 = add(W1, H255)""]","W1 = invert(H254) ; W2 = add(W1, H255)",invert|add,2,70.382
P_1769078442975_3qiconqhy,14,12,12,1,subtract,"[""subtract""]","[""subtract""]","[""W1 = subtract(H246, H255)""]","W1 = subtract(H246, H255)",subtract,1,85.771
P_1769078442975_3qiconqhy,14,13,13,1,subtract,"[""subtract""]","[""subtract""]","[""W1 = subtract(H248, H255)""]","W1 = subtract(H248, H255)",subtract,1,29.608
P_1769078442975_3qiconqhy,14,14,14,1,add -> subtract,"[""add"",""subtract""]","[""add"",""subtract""]","[""W1 = add(H254, H248)"",""W2 = subtract(W1, H255)""]","W1 = add(H254, H248) ; W2 = subtract(W1, H255)",add|subtract,2,33.768
P_1769080654014_3oz7ljus8,15,1,1,1,reflect_v -> add -> reflect_h -> add -> add,"[""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""W1 = reflect_v(line_v)"",""W2 = add(line_v, W1)"",""W3 = reflect_h(line_h)"",""W4 = add(line_h, W3)"",""W5 = add(W4, W2)""]","W1 = reflect_v(line_v) ; W2 = add(line_v, W1) ; W3 = reflect_h(line_h) ; W4 = add(line_h, W3) ; W5 = add(W4, W2)",reflect_v|add|reflect_h|add|add,5,61.072
P_1769080654014_3oz7ljus8,15,2,2,1,add -> add -> add -> add,"[""add"",""add"",""add"",""add""]","[""add"",""add"",""add"",""add""]","[""W1 = add(line_h, H264)"",""W2 = add(H263, line_v)"",""W3 = add(W2, W1)"",""W4 = add(square, W3)""]","W1 = add(line_h, H264) ; W2 = add(H263, line_v) ; W3 = add(W2, W1) ; W4 = add(square, W3)",add|add|add|add,4,43.03
P_1769080654014_3oz7ljus8,15,3,3,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H266)""]",W1 = invert(H266),invert,1,13.478
P_1769080654014_3oz7ljus8,15,4,4,1,subtract -> reflect_h -> overlap,"[""subtract"",""reflect_h"",""overlap""]","[""subtract"",""reflect_h"",""overlap""]","[""W1 = subtract(square, diag)"",""W2 = reflect_h(W1)"",""W3 = overlap(W2, W1)""]","W1 = subtract(square, diag) ; W2 = reflect_h(W1) ; W3 = overlap(W2, W1)",subtract|reflect_h|overlap,3,116.309
P_1769080654014_3oz7ljus8,15,5,5,1,reflect_h -> add -> add,"[""reflect_h"",""add"",""add""]","[""reflect_h"",""add"",""add""]","[""W1 = reflect_h(diag)"",""W2 = add(diag, W1)"",""W3 = add(W2, square)""]","W1 = reflect_h(diag) ; W2 = add(diag, W1) ; W3 = add(W2, square)",reflect_h|add|add,3,37.54
