participant_uid,participant_index,trial_number,pattern_id,test_name,success,submitted,started_at,time_spent_ms,time_spent_sec,steps_count_field,steps_len,operations_len,sequence_ops_raw_json,sequence_ops_canonical_json,sequence_ops_canonical_str,sequence_ops_signature,sequence_steps_canonical_json,sequence_steps_symbolic_json,sequence_steps_symbolic_str,helper_add_count,helper_use_count,preview_count,undo_count,primitive_click_count,binary_click_count,transform_click_count,button_click_count,target_pattern_json
P_1769098338795_kzmexw9lj,17,12,12,Pattern-12,1,1,1769098235368,41622,41.622,3,3,3,"[""add(•, •)"",""subtract(1, •)"",""add(2, •)""]","[""add"",""subtract"",""add""]",add -> subtract -> add,add|subtract|add,"[""add"",""subtract"",""add""]","[""W1 = add(H307, H306)"",""W2 = subtract(W1, H308)"",""W3 = add(W2, square)""]","W1 = add(H307, H306) ; W2 = subtract(W1, H308) ; W3 = add(W2, square)",0,10,4,1,1,5,0,6,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]"
P_1769098338795_kzmexw9lj,17,13,13,Pattern-13,1,1,1769098279006,20346,20.346,3,3,3,"[""reflect_vertical(•)"",""add(1, •)"",""subtract(2, •)""]","[""reflect_v"",""add"",""subtract""]",reflect_v -> add -> subtract,reflect_v|add|subtract,"[""reflect_v"",""add"",""subtract""]","[""W1 = reflect_v(diag)"",""W2 = add(W1, diag)"",""W3 = subtract(W2, H308)""]","W1 = reflect_v(diag) ; W2 = add(W1, diag) ; W3 = subtract(W2, H308)",0,1,3,1,2,2,1,5,"[[1,0,0,0,0,0,0,0,0,1],[0,1,0,0,0,0,0,0,1,0],[0,0,1,0,0,0,0,1,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,1,0,0,0,0,1,0,0],[0,1,0,0,0,0,0,0,1,0],[1,0,0,0,0,0,0,0,0,1]]"
P_1769098338795_kzmexw9lj,17,14,14,Pattern-14,1,1,1769098301360,33317,33.317,4,4,4,"[""reflect_vertical(•)"",""add(1, •)"",""add(2, •)"",""subtract(3, •)""]","[""reflect_v"",""add"",""add"",""subtract""]",reflect_v -> add -> add -> subtract,reflect_v|add|add|subtract,"[""reflect_v"",""add"",""add"",""subtract""]","[""W1 = reflect_v(diag)"",""W2 = add(W1, diag)"",""W3 = add(W2, H304)"",""W4 = subtract(W3, H308)""]","W1 = reflect_v(diag) ; W2 = add(W1, diag) ; W3 = add(W2, H304) ; W4 = subtract(W3, H308)",1,3,4,0,2,3,1,6,"[[1,0,0,0,1,1,0,0,0,1],[0,1,0,0,1,1,0,0,1,0],[0,0,1,0,1,1,0,1,0,0],[0,0,0,1,1,1,1,0,0,0],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[0,0,0,1,1,1,1,0,0,0],[0,0,1,0,1,1,0,1,0,0],[0,1,0,0,1,1,0,0,1,0],[1,0,0,0,1,1,0,0,0,1]]"
P_1769100126952_29fvefcdc,18,1,1,Pattern-01,1,1,1769100306386,72501,72.501,5,5,5,"[""reflect_vertical(•)"",""add(•, 1)"",""reflect_horizontal(•)"",""add(•, 3)"",""add(4, 2)""]","[""reflect_v"",""add"",""reflect_h"",""add"",""add""]",reflect_v -> add -> reflect_h -> add -> add,reflect_v|add|reflect_h|add|add,"[""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""W1 = reflect_v(line_v)"",""W2 = add(line_v, W1)"",""W3 = reflect_h(line_h)"",""W4 = add(line_h, W3)"",""W5 = add(W4, W2)""]","W1 = reflect_v(line_v) ; W2 = add(line_v, W1) ; W3 = reflect_h(line_h) ; W4 = add(line_h, W3) ; W5 = add(W4, W2)",2,0,7,1,7,6,7,20,"[[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0]]"
P_1769100126952_29fvefcdc,18,2,2,Pattern-02,1,1,1769100380972,38580,38.58,4,4,4,"[""add(•, •)"",""add(•, •)"",""add(1, 2)"",""add(3, •)""]","[""add"",""add"",""add"",""add""]",add -> add -> add -> add,add|add|add|add,"[""add"",""add"",""add"",""add""]","[""W1 = add(H310, line_v)"",""W2 = add(line_h, H311)"",""W3 = add(W1, W2)"",""W4 = add(W3, square)""]","W1 = add(H310, line_v) ; W2 = add(line_h, H311) ; W3 = add(W1, W2) ; W4 = add(W3, square)",1,4,5,1,3,7,0,10,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]"
P_1769100126952_29fvefcdc,18,3,3,Pattern-03,1,1,1769100421558,26608,26.608,2,2,2,"[""add(•, •)"",""invert(1)""]","[""add"",""invert""]",add -> invert,add|invert,"[""add"",""invert""]","[""W1 = add(H312, square)"",""W2 = invert(W1)""]","W1 = add(H312, square) ; W2 = invert(W1)",2,1,2,1,1,1,1,3,"[[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,0,0,0,0,0,0,0,0,0]]"
P_1769100126952_29fvefcdc,18,4,4,Pattern-04,1,1,1769100450176,217550,217.55,6,6,6,"[""reflect_horizontal(•)"",""add(•, 1)"",""overlap(2, •)"",""invert(3)"",""overlap(•, 4)"",""overlap(5, •)""]","[""reflect_h"",""add"",""overlap"",""invert"",""overlap"",""overlap""]",reflect_h -> add -> overlap -> invert -> overlap -> overlap,reflect_h|add|overlap|invert|overlap|overlap,"[""reflect_h"",""add"",""overlap"",""invert"",""overlap"",""overlap""]","[""W1 = reflect_h(diag)"",""W2 = add(diag, W1)"",""W3 = overlap(W2, square)"",""W4 = invert(W3)"",""W5 = overlap(H313, W4)"",""W6 = overlap(W5, square)""]","W1 = reflect_h(diag) ; W2 = add(diag, W1) ; W3 = overlap(W2, square) ; W4 = invert(W3) ; W5 = overlap(H313, W4) ; W6 = overlap(W5, square)",4,3,12,1,7,7,7,21,"[[0,1,1,1,1,1,1,1,1,0],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[0,1,1,1,1,1,1,1,1,0]]"
P_1769100126952_29fvefcdc,18,5,5,Pattern-05,1,1,1769100669754,22229,22.229,2,2,2,"[""add(•, •)"",""add(1, •)""]","[""add"",""add""]",add -> add,add|add,"[""add"",""add""]","[""W1 = add(H316, diag)"",""W2 = add(W1, square)""]","W1 = add(H316, diag) ; W2 = add(W1, square)",1,1,2,1,2,2,0,4,"[[1,1,1,1,1,1,1,1,1,1],[1,1,0,0,0,0,0,0,1,1],[1,0,1,0,0,0,0,1,0,1],[1,0,0,1,0,0,1,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,1,0,0,1,0,0,1],[1,0,1,0,0,0,0,1,0,1],[1,1,0,0,0,0,0,0,1,1],[1,1,1,1,1,1,1,1,1,1]]"
P_1769100126952_29fvefcdc,18,6,6,Pattern-06,1,1,1769100693989,22578,22.578,2,2,2,"[""add(•, •)"",""invert(1)""]","[""add"",""invert""]",add -> invert,add|invert,"[""add"",""invert""]","[""W1 = add(H319, square)"",""W2 = invert(W1)""]","W1 = add(H319, square) ; W2 = invert(W1)",0,1,2,1,1,1,1,3,"[[0,0,0,0,0,0,0,0,0,0],[0,0,1,1,1,1,1,1,0,0],[0,1,0,1,1,1,1,0,1,0],[0,1,1,0,1,1,0,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,0,1,1,0,1,1,0],[0,1,0,1,1,1,1,0,1,0],[0,0,1,1,1,1,1,1,0,0],[0,0,0,0,0,0,0,0,0,0]]"
P_1769100126952_29fvefcdc,18,7,7,Pattern-07,1,1,1769100718582,8793,8.793,1,1,1,"[""add(•, •)""]","[""add""]",add,add,"[""add""]","[""W1 = add(H312, H319)""]","W1 = add(H312, H319)",0,2,1,1,0,1,0,1,"[[1,0,0,0,1,1,0,0,0,1],[0,1,0,0,1,1,0,0,1,0],[0,0,1,0,1,1,0,1,0,0],[0,0,0,1,1,1,1,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,1,1,1,1,0,0,0],[0,0,1,0,1,1,0,1,0,0],[0,1,0,0,1,1,0,0,1,0],[1,0,0,0,1,1,0,0,0,1]]"
P_1769100126952_29fvefcdc,18,8,8,Pattern-08,1,1,1769100729389,25474,25.474,3,3,3,"[""add(•, •)"",""add(•, •)"",""overlap(2, 1)""]","[""add"",""add"",""overlap""]",add -> add -> overlap,add|add|overlap,"[""add"",""add"",""overlap""]","[""W1 = add(H310, line_v)"",""W2 = add(H311, line_h)"",""W3 = overlap(W2, W1)""]","W1 = add(H310, line_v) ; W2 = add(H311, line_h) ; W3 = overlap(W2, W1)",1,2,3,1,2,3,0,5,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]"
P_1769100126952_29fvefcdc,18,9,9,Pattern-09,1,1,1769100756887,9304,9.304,1,1,1,"[""add(•, •)""]","[""add""]",add,add,"[""add""]","[""W1 = add(H320, square)""]","W1 = add(H320, square)",0,1,1,1,1,1,0,2,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]"
P_1769100126952_29fvefcdc,18,10,10,Pattern-10,1,1,1769100768201,15030,15.03,2,2,2,"[""add(•, •)"",""invert(1)""]","[""add"",""invert""]",add -> invert,add|invert,"[""add"",""invert""]","[""W1 = add(square, H320)"",""W2 = invert(W1)""]","W1 = add(square, H320) ; W2 = invert(W1)",0,1,2,1,1,1,1,3,"[[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,0,0,0,0,0,0,0,0,0]]"
P_1769100126952_29fvefcdc,18,11,11,Pattern-11,1,1,1769100785243,132013,132.013,6,6,6,"[""add(•, •)"",""add(1, •)"",""add(2, •)"",""overlap(3, •)"",""invert(•)"",""add(5, •)""]","[""add"",""add"",""add"",""overlap"",""invert"",""add""]",add -> add -> add -> overlap -> invert -> add,add|add|add|overlap|invert|add,"[""add"",""add"",""add"",""overlap"",""invert"",""add""]","[""W1 = add(H314, blank)"",""W2 = add(W1, H320)"",""W3 = add(W2, square)"",""W4 = overlap(W3, blank)"",""W5 = invert(H312)"",""W6 = add(W5, H320)""]","W1 = add(H314, blank) ; W2 = add(W1, H320) ; W3 = add(W2, square) ; W4 = overlap(W3, blank) ; W5 = invert(H312) ; W6 = add(W5, H320)",0,9,7,1,3,7,1,11,"[[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1]]"
P_1769100126952_29fvefcdc,18,12,12,Pattern-12,1,1,1769100919268,34978,34.978,3,3,3,"[""add(•, •)"",""invert(•)"",""overlap(1, 2)""]","[""add"",""invert"",""overlap""]",add -> invert -> overlap,add|invert|overlap,"[""add"",""invert"",""overlap""]","[""W1 = add(square, H312)"",""W2 = invert(H320)"",""W3 = overlap(W1, W2)""]","W1 = add(square, H312) ; W2 = invert(H320) ; W3 = overlap(W1, W2)",0,2,4,1,1,3,1,5,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]"
P_1769100126952_29fvefcdc,18,13,13,Pattern-13,1,1,1769100956444,27435,27.435,2,2,2,"[""invert(•)"",""overlap(•, 1)""]","[""invert"",""overlap""]",invert -> overlap,invert|overlap,"[""invert"",""overlap""]","[""W1 = invert(H320)"",""W2 = overlap(H319, W1)""]","W1 = invert(H320) ; W2 = overlap(H319, W1)",1,2,3,1,0,2,1,3,"[[1,0,0,0,0,0,0,0,0,1],[0,1,0,0,0,0,0,0,1,0],[0,0,1,0,0,0,0,1,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,1,0,0,0,0,1,0,0],[0,1,0,0,0,0,0,0,1,0],[1,0,0,0,0,0,0,0,0,1]]"
P_1769100126952_29fvefcdc,18,14,14,Pattern-14,1,1,1769100985899,26732,26.732,2,2,2,"[""add(•, •)"",""overlap(1, •)""]","[""add"",""overlap""]",add -> overlap,add|overlap,"[""add"",""overlap""]","[""W1 = add(H312, H319)"",""W2 = overlap(W1, H321)""]","W1 = add(H312, H319) ; W2 = overlap(W1, H321)",0,3,2,0,0,2,0,2,"[[1,0,0,0,1,1,0,0,0,1],[0,1,0,0,1,1,0,0,1,0],[0,0,1,0,1,1,0,1,0,0],[0,0,0,1,1,1,1,0,0,0],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[0,0,0,1,1,1,1,0,0,0],[0,0,1,0,1,1,0,1,0,0],[0,1,0,0,1,1,0,0,1,0],[1,0,0,0,1,1,0,0,0,1]]"
P_1769113915554_1wqj9bp6r,19,1,1,Pattern-01,1,1,1769112788952,133490,133.49,4,4,4,"[""reflect_horizontal(•)"",""add(•, 1)"",""reflect_diag(2)"",""add(2, 3)""]","[""reflect_h"",""add"",""reflect_d"",""add""]",reflect_h -> add -> reflect_d -> add,reflect_h|add|reflect_d|add,"[""reflect_h"",""add"",""reflect_d"",""add""]","[""W1 = reflect_h(line_h)"",""W2 = add(line_h, W1)"",""W3 = reflect_d(W2)"",""W4 = add(W2, W3)""]","W1 = reflect_h(line_h) ; W2 = add(line_h, W1) ; W3 = reflect_d(W2) ; W4 = add(W2, W3)",0,0,5,1,6,3,3,12,"[[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0]]"
P_1769113915554_1wqj9bp6r,19,2,2,Pattern-02,1,1,1769112924453,173777,173.777,6,6,6,"[""add(•, •)"",""reflect_vertical(•)"",""add(2, 1)"",""reflect_horizontal(•)"",""add(•, 4)"",""add(3, 5)""]","[""add"",""reflect_v"",""add"",""reflect_h"",""add"",""add""]",add -> reflect_v -> add -> reflect_h -> add -> add,add|reflect_v|add|reflect_h|add|add,"[""add"",""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""W1 = add(square, line_v)"",""W2 = reflect_v(line_v)"",""W3 = add(W2, W1)"",""W4 = reflect_h(line_h)"",""W5 = add(line_h, W4)"",""W6 = add(W3, W5)""]","W1 = add(square, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W2, W1) ; W4 = reflect_h(line_h) ; W5 = add(line_h, W4) ; W6 = add(W3, W5)",4,0,8,1,7,4,6,17,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]"
P_1769113915554_1wqj9bp6r,19,3,3,Pattern-03,1,1,1769113100240,42151,42.151,2,2,2,"[""invert(•)"",""invert(•)""]","[""invert"",""invert""]",invert -> invert,invert|invert,"[""invert"",""invert""]","[""W1 = invert(square)"",""W2 = invert(H324)""]",W1 = invert(square) ; W2 = invert(H324),0,1,2,1,1,0,4,5,"[[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,0,0,0,0,0,0,0,0,0]]"
P_1769113915554_1wqj9bp6r,19,4,4,Pattern-04,1,1,1769113144412,92863,92.863,3,3,3,"[""reflect_horizontal(•)"",""add(1, •)"",""subtract(•, 2)""]","[""reflect_h"",""add"",""subtract""]",reflect_h -> add -> subtract,reflect_h|add|subtract,"[""reflect_h"",""add"",""subtract""]","[""W1 = reflect_h(diag)"",""W2 = add(W1, diag)"",""W3 = subtract(square, W2)""]","W1 = reflect_h(diag) ; W2 = add(W1, diag) ; W3 = subtract(square, W2)",1,0,3,1,3,4,1,8,"[[0,1,1,1,1,1,1,1,1,0],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[0,1,1,1,1,1,1,1,1,0]]"
P_1769113915554_1wqj9bp6r,19,5,5,Pattern-05,1,1,1769113239279,149219,149.219,4,4,4,"[""add(•, •)"",""reflect_vertical(•)"",""add(1, 2)"",""add(•, 3)""]","[""add"",""reflect_v"",""add"",""add""]",add -> reflect_v -> add -> add,add|reflect_v|add|add,"[""add"",""reflect_v"",""add"",""add""]","[""W1 = add(diag, blank)"",""W2 = reflect_v(diag)"",""W3 = add(diag, W2)"",""W4 = add(square, W3)""]","W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = add(square, W3)",2,0,6,1,12,8,1,21,"[[1,1,1,1,1,1,1,1,1,1],[1,1,0,0,0,0,0,0,1,1],[1,0,1,0,0,0,0,1,0,1],[1,0,0,1,0,0,1,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,1,0,0,1,0,0,1],[1,0,1,0,0,0,0,1,0,1],[1,1,0,0,0,0,0,0,1,1],[1,1,1,1,1,1,1,1,1,1]]"
P_1769113915554_1wqj9bp6r,19,6,6,Pattern-06,1,1,1769113390504,25258,25.258,1,1,1,"[""invert(•)""]","[""invert""]",invert,invert,"[""invert""]","[""W1 = invert(H327)""]",W1 = invert(H327),0,1,1,1,0,0,1,1,"[[0,0,0,0,0,0,0,0,0,0],[0,0,1,1,1,1,1,1,0,0],[0,1,0,1,1,1,1,0,1,0],[0,1,1,0,1,1,0,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,0,1,1,0,1,1,0],[0,1,0,1,1,1,1,0,1,0],[0,0,1,1,1,1,1,1,0,0],[0,0,0,0,0,0,0,0,0,0]]"
P_1769113915554_1wqj9bp6r,19,7,7,Pattern-07,1,1,1769113417776,129091,129.091,3,3,3,"[""reflect_diag(•)"",""add(•, 1)"",""add(2, •)""]","[""reflect_d"",""add"",""add""]",reflect_d -> add -> add,reflect_d|add|add,"[""reflect_d"",""add"",""add""]","[""W1 = reflect_d(H323)"",""W2 = add(H323, W1)"",""W3 = add(W2, H326)""]","W1 = reflect_d(H323) ; W2 = add(H323, W1) ; W3 = add(W2, H326)",2,4,4,1,1,3,1,5,"[[1,0,0,0,1,1,0,0,0,1],[0,1,0,0,1,1,0,0,1,0],[0,0,1,0,1,1,0,1,0,0],[0,0,0,1,1,1,1,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,1,1,1,1,0,0,0],[0,0,1,0,1,1,0,1,0,0],[0,1,0,0,1,1,0,0,1,0],[1,0,0,0,1,1,0,0,0,1]]"
P_1769113915554_1wqj9bp6r,19,8,8,Pattern-08,1,1,1769113548877,142992,142.992,2,2,2,"[""overlap(•, •)"",""subtract(1, •)""]","[""overlap"",""subtract""]",overlap -> subtract,overlap|subtract,"[""overlap"",""subtract""]","[""W1 = overlap(H324, H326)"",""W2 = subtract(W1, square)""]","W1 = overlap(H324, H326) ; W2 = subtract(W1, square)",2,4,3,1,1,2,1,4,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]"
P_1769113915554_1wqj9bp6r,19,9,9,Pattern-09,1,1,1769113693874,10922,10.922,1,1,1,"[""add(•, •)""]","[""add""]",add,add,"[""add""]","[""W1 = add(square, H331)""]","W1 = add(square, H331)",0,1,1,1,1,1,0,2,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]"
P_1769113915554_1wqj9bp6r,19,10,10,Pattern-10,1,1,1769113706808,67396,67.396,2,2,2,"[""invert(•)"",""subtract(1, •)""]","[""invert"",""subtract""]",invert -> subtract,invert|subtract,"[""invert"",""subtract""]","[""W1 = invert(square)"",""W2 = subtract(W1, H331)""]","W1 = invert(square) ; W2 = subtract(W1, H331)",0,2,3,1,1,1,2,4,"[[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,0,0,0,0,0,0,0,0,0]]"
P_1769113915554_1wqj9bp6r,19,11,11,Pattern-11,1,1,1769113776211,74856,74.856,3,3,3,"[""invert(•)"",""subtract(1, •)"",""add(2, •)""]","[""invert"",""subtract"",""add""]",invert -> subtract -> add,invert|subtract|add,"[""invert"",""subtract"",""add""]","[""W1 = invert(H331)"",""W2 = subtract(W1, H328)"",""W3 = add(W2, H331)""]","W1 = invert(H331) ; W2 = subtract(W1, H328) ; W3 = add(W2, H331)",1,4,4,1,0,3,1,4,"[[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1]]"
P_1769113915554_1wqj9bp6r,19,12,12,Pattern-12,1,1,1769113853075,23115,23.115,1,1,1,"[""subtract(•, •)""]","[""subtract""]",subtract,subtract,"[""subtract""]","[""W1 = subtract(H324, H331)""]","W1 = subtract(H324, H331)",0,2,1,1,0,1,0,1,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]"
P_1769113915554_1wqj9bp6r,19,13,13,Pattern-13,1,1,1769113878194,20142,20.142,1,1,1,"[""subtract(•, •)""]","[""subtract""]",subtract,subtract,"[""subtract""]","[""W1 = subtract(H326, H331)""]","W1 = subtract(H326, H331)",0,3,2,1,0,2,0,2,"[[1,0,0,0,0,0,0,0,0,1],[0,1,0,0,0,0,0,0,1,0],[0,0,1,0,0,0,0,1,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,1,0,0,0,0,1,0,0],[0,1,0,0,0,0,0,0,1,0],[1,0,0,0,0,0,0,0,0,1]]"
